Conf #;City;State/Province (US & Canada);Country;Unnamed: 4;Tonnes of CO2
59750422;Sligo;;Ireland;;
59750117;Sligo;;Ireland;;
59463487;HOD HASHARON;;Israel;;
59457782;Jerusalem;;Israel;;
59606653;Ramat Aviv;;Israel;;
59521390;Ramat-Gan;;Israel;;
59986846;Tel Aviv;;Israel;;
59599203;Zefat;;Israel;;
60194572;Cadrezzate;;Italy;;
59467605;CAGLIARI;;Italy;;
60729744;Erba;;Italy;;
59481045;Fontanfredda;;Italy;;
59334110;Grugliasco (To);;Italy;;
59403295;Monserrato - Cagliari;;Italy;;
59605205;Parma;;Italy;;
59210200;PR;;Italy;;
59574725;Santa Fiora;;Italy;;
59657535;1-1, Yamadaoka, Suita Shi,;;Japan;;
59388913;Bunkyo-ku, Tokyo;;Japan;;
59598556;Hyogo-ken;;Japan;;
60602448;Kawasaki;;Japan;;
59598977;Kawasaki-shi;;Japan;;
59598767;Kawasaki-shi;;Japan;;
59629264;Kumatori-cho, Sennan-gun, Osaka;;Japan;;
59598948;Nagano-shi;;Japan;;
59389839;Osaka;;Japan;;
59561750;Setagaya;;Japan;;
59536219;Setagaya, Tokyo;;Japan;;
59598581;Suita City;;Japan;;
59603447;Suita, Osaka;;Japan;;
59536702;Tokorozawa, Saitama;;Japan;;
60676932;Tokyo;;Japan;;
59645867;Tokyo;;Japan;;
59628200;Tokyo;;Japan;;
59628199;Tokyo;;Japan;;
59594878;Tokyo;;Japan;;
59507823;Tokyo;;Japan;;
59397806;Tokyo;;Japan;;
59328059;Tokyo;;Japan;;
59257380;Tokyo;;Japan;;
58865083;Tokyo;;Japan;;
58845798;Tokyo;;Japan;;
57030654;Tokyo;;Japan;;
59536222;Tokyo;;Japan;;
60806753;Nairobi;;Kenya;;
59558242;NAIROBI;;Kenya;;
59510987;Busan;;Korea;;
61355290;Hwaseong city;;Korea;;
60569050;Seoul;;Korea;;
60155117;Seoul;;Korea;;
60154558;Seoul;;Korea;;
60154492;Seoul;;Korea;;
59398871;Seoul;;Korea;;
59607280;Bamako;;Mali;;
58602222;Bamako;;Mali;;
59587412;commune de Baguinéda;;Mali;;
59124107;Diéma;;Mali;;
59401593;Kayes;;Mali;;
59629021;Guadalajara;;Mexico;;
59317870;MORELIA;;Mexico;;
60143836;Xalapa;;Mexico;;
59472494;Xalapa;;Mexico;;
60188699;Marrakech;;Morocco;;
58946211;Gemert;;Netherlands;;
58746123;Groningen;;Netherlands;;
59401209;Nijmegen;;Netherlands;;
59007222;Nijmegen;;Netherlands;;
58959988;Nijmegen;;Netherlands;;
58946452;Nijmegen;;Netherlands;;
58946136;Nijmegen;;Netherlands;;
58826390;Nijmegen;;Netherlands;;
59614275;Utrecht;;Netherlands;;
60645364;Wageningen;;Netherlands;;
59462423;Wageningen;;Netherlands;;
59630782;Noumea;;New Caledonia;;
59630429;noumea;;New Caledonia;;
58944322;Nouméa;;New Caledonia;;
58944017;Nouméa;;New Caledonia;;
61357200;Auckland;;New Zealand;;
59619581;Auckland;;New Zealand;;
59605958;Auckland;;New Zealand;;
59604502;Auckland;;New Zealand;;
59604417;Auckland;;New Zealand;;
59601525;Auckland;;New Zealand;;
59561875;Auckland;;New Zealand;;
59559623;Auckland;;New Zealand;;
56835193;Auckland;;New Zealand;;
59937433;Dunedin;;New Zealand;;
59740904;Dunedin;;New Zealand;;
61221310;Hawera;;New Zealand;;
59395317;Napier;;New Zealand;;
60191214;Wellington;;New Zealand;;
60190906;Wellington;;New Zealand;;
60179602;Wellington;;New Zealand;;
59737511;Wellington;;New Zealand;;
58942340;Wellington 6140;;New Zealand;;
59630867;MORELIA MICHOACAN, MEXICO;;Nicaragua;;
59588326;Ado ekiti;;Nigeria;;
59086083;Ogun State;;Nigeria;;
59170310;Port Harcourt;;Nigeria;;
60572922;Bergen;;Norway;;
60126463;Bergen;;Norway;;
59608708;Bergen;;Norway;;
59594631;Bergen;;Norway;;
59614174;Bergen;;Norway;;
59606028;Bergen;;Norway;;
60561259;Oslo;;Norway;;
59797419;Karachi;;Pakistan;;
59728882;Cusco;;Peru;;
59605813;Lima;;Peru;;
59410117;Cebu;;Philippines;;
60190739;Coimbra;;Portugal;;
59601282;Martim;;Portugal;;
59097391;Porto Portugal;;Portugal;;
60196256;Santarém;;Portugal;;
59830084;Moca;;Puerto Rico;;
59630471;Moca;Puerto Rico;Puerto Rico;;
60162365;San Juan;Puerto Rico;Puerto Rico;;
60131634;San Juan;Puerto Rico;Puerto Rico;;
59630402;San Juan;Puerto Rico;Puerto Rico;;
59235948;Utuado;Puerto Rico;Puerto Rico;;
60188087;Doha;;Qatar;;
59886499;Doha;;Qatar;;
59257340;Moscow;;Russia;;
60194840;Dakar;;Senegal;;
60420881;Dakar;;Senegal;;
59625081;Dakar;;Senegal;;
59576001;Dakar;;Senegal;;
59781658;Singapore;;Singapore;;
60111041;Bellville;;South Africa;;
61195478;Durban;;South Africa;;
61129455;Johannesburg;;South Africa;;
59888206;Johannesburg;;South Africa;;
59742510;Pretoria;;South Africa;;
60191167;Gyeongsan, Gyeongbuk;;South Korea;;
59603932;Seoul;;South Korea;;
59598376;Seoul;;South Korea;;
59573777;Seoul;;South Korea;;
59572624;Seoul;;South Korea;;
59610310;Girona;;Spain;;
59574448;Girona;;Spain;;
59574409;Girona;;Spain;;
59574364;Girona;;Spain;;
59574289;Girona;;Spain;;
58758583;GIRONA;;Spain;;
58758607;GIRONA;;Spain;;
59605490;Jaén;;Spain;;
60164913;L'Hospitalet de Llobregat;;Spain;;
59498246;Zaragoza;;Spain;;
60639642;Khartoum;;Sudan;;
58890783;Västerås;;Sweden;;
59537293;3012 Bern;;Switzerland;;
58970276;Bern;;Switzerland;;
58848268;Bern;;Switzerland;;
60533353;Lausanne;;Switzerland;;
58965142;Lausanne;;Switzerland;;
60159358;Lucerne;;Switzerland;;
59653464;VERSOIX;;Switzerland;;
60672444;Winterthur;;Switzerland;;
58802928;Winterthur;;Switzerland;;
59599621;Zurich;;Switzerland;;
59512321;Zurich;;Switzerland;;
59511454;Zurich;;Switzerland;;
59399987;Zurich;;Switzerland;;
59594773;Zürich;;Switzerland;;
59608714;Hualien;;Taiwan;;
60157665;Kaohsiung City;;Taiwan;;
59598635;New Taipei City;;Taiwan;;
59464663;New Taipei City;;Taiwan;;
59611005;Taichung;;Taiwan;;
58785078;Taichung City;;Taiwan;;
59599403;Tainan City;;Taiwan;;
59572138;Taipei;;Taiwan;;
59402864;Taipei;;Taiwan;;
59602531;Taipei;;Taiwan;;
59536505;Taipei City;;Taiwan;;
60556438;Taipei City, Taiwan;;Taiwan;;
60738366;Songkhla;;Thailand;;
59606113;Lomé;;Togo;;
59250558;Lomé;;Togo;;
60191228;Port of Spain;;Trinidad and Tobago;;
58509493;Entebbe;;Uganda;;
59603571;Kampala;;Uganda;;
59594300;Kampala;;Uganda;;
57652719;2 Old Hall Road;;United Kingdom;;
59545994;Belfast;;United Kingdom;;
60940337;Brighton;;United Kingdom;;
60105836;Brighton;;United Kingdom;;
59464602;Bristol;;United Kingdom;;
61139981;Edinburgh;;United Kingdom;;
59983299;Edinburgh;;United Kingdom;;
59801920;Glasgow;;United Kingdom;;
59574284;Lancaster;;United Kingdom;;
59616923;Leeds;;United Kingdom;;
59463547;Leeds;;United Kingdom;;
59463011;Leeds;;United Kingdom;;
60194427;London;;United Kingdom;;
60126525;London;;United Kingdom;;
59632406;London;;United Kingdom;;
59537319;London;;United Kingdom;;
58801065;London;;United Kingdom;;
59687683;London;;United Kingdom;;
59539539;London;;United Kingdom;;
59539534;London;;United Kingdom;;
59604668;Milton Keynes;;United Kingdom;;
59742536;Newcastle upon Tyne;;United Kingdom;;
59887872;Norwich;;United Kingdom;;
59465062;Nottingham;;United Kingdom;;
59946971;Nottingham;;United Kingdom;;
59606388;NOTTINGHAM;;United Kingdom;;
59606224;NOTTINGHAM;;United Kingdom;;
59606178;Nottingham;;United Kingdom;;
59605358;NOTTINGHAM;;United Kingdom;;
59605194;NOTTINGHAM;;United Kingdom;;
59605089;Nottingham;;United Kingdom;;
59262108;Nottingham;;United Kingdom;;
59607434;Preston;;United Kingdom;;
58699854;Preston;;United Kingdom;;
58698258;Preston;;United Kingdom;;
58694056;Preston;;United Kingdom;;
61363080;Riccarton;;United Kingdom;;
60194281;Salford;;United Kingdom;;
59774849;Salford;;United Kingdom;;
60098313;Sheffield;;United Kingdom;;
59601794;Sutton Bonington;;United Kingdom;;
59537954;Teignmouth;;United Kingdom;;
60346925;Fullerton;California;United States;;
59404051;Los Angeles;California;United States;;
58147661;Los Angeles;California;United States;;
57330773;Los Angeles;California;United States;;
59382710;Oceanside;California;United States;;
60847276;San Francisco;California;United States;;
59614803;San Francisco;California;United States;;
59615245;SF;California;United States;;
59630617;Travis Afb;California;United States;;
59532363;Fort Collins;Colorado;United States;;
61008397;New Haven;Connecticut;United States;;
60741594;Washington;District of Columbia;United States;;
59989031;Washington;District of Columbia;United States;;
59988514;Washington;District of Columbia;United States;;
55581898;Palm Beach Gardens;Florida;United States;;
59930047;Palm Beach Gardens;Florida;United States;;
59455646;Lawrenceville;Georgia;United States;;
59717091;Lithonia;Georgia;United States;;
59159544;Ewa Beach;Hawaii;United States;;
59965877;Honolulu;Hawaii;United States;;
59725374;Honolulu;Hawaii;United States;;
59823430;Honolulu;Hawaii;United States;;
59632241;Honolulu;Hawaii;United States;;
59616047;Honolulu;Hawaii;United States;;
59600797;Honolulu;Hawaii;United States;;
59041529;Honolulu;Hawaii;United States;;
59884615;Kaneohe;Hawaii;United States;;
60707424;New Orleans;Louisiana;United States;;
60723570;Boston;Massachusetts;United States;;
59624374;Detroit;Michigan;United States;;
59533212;Detroit;Michigan;United States;;
60796233;Grand Rapids;Michigan;United States;;
60612715;Duluth;Minnesota;United States;;
59627641;Duluth;Minnesota;United States;;
59603345;Duluth;Minnesota;United States;;
60613028;Eden Prairie;Minnesota;United States;;
60265161;Esko;Minnesota;United States;;
60265138;Harmony;Minnesota;United States;;
59617224;Minneapolis;Minnesota;United States;;
59619855;Park Rapids;Minnesota;United States;;
59628541;St. Paul;Minnesota;United States;;
61344093;Jackson;Mississippi;United States;;
60686797;Madison;Mississippi;United States;;
59603716;Albuquerque;New Mexico;United States;;
59917043;El Prado;New Mexico;United States;;
57109487;Albany;New York;United States;;
60195164;Brooklyn;New York;United States;;
59588030;Liverpool;New York;United States;;
59630310;New York;New York;United States;;
58856914;Boone;North Carolina;United States;;
59632521;Durham;North Carolina;United States;;
59465115;Grand Forks;North Dakota;United States;;
59204539;Cincinnati;Ohio;United States;;
59545887;Youngstown;Ohio;United States;;
60163165;Langston;Oklahoma;United States;;
59627046;Portland;Oregon;United States;;
59625221;Portland;Oregon;United States;;
59600324;Portland;Oregon;United States;;
59653119;Whitehall;Pennsylvania;United States;;
59806659;Guaynabo;Puerto Rico;United States;;
60777599;SAN JUAN;Puerto Rico;United States;;
60167840;San Juan;Puerto Rico;United States;;
59621289;PROVIDENCE;Rhode Island;United States;;
59722367;Austin;Texas;United States;;
59809324;Austin;Texas;United States;;
60720485;Frisco;Texas;United States;;
61126597;Houston;Texas;United States;;
59757908;Houston;Texas;United States;;
59607074;Houston;Texas;United States;;
58877253;Houston;Texas;United States;;
59625157;Houston;Texas;United States;;
59421410;Houston;Texas;United States;;
60720470;San Antonio;Texas;United States;;
59631034;San Antonio;Texas;United States;;
59582489;San Antonio;Texas;United States;;
60647787;Arlington;Virginia;United States;;
59326453;Charlottesville;Virginia;United States;;
59620337;Bellingham;Washington;United States;;
59601560;Bellingham;Washington;United States;;
60620448;Ellensburg;Washington;United States;;
60554322;Hanoi;;Viet Nam;;
59891585;Malaefoou;;Wallis and Futuna Islands;;
59773681;Gaborone Botswana;;Zambia;;
60193523;Lusaka;;Zambia;;
60705118;Lusaka;;Zambia;;
